Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0006,0.0007,0.0009,0.001,0.0012,0.0013
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0005,0.0008,0.001,0.0012,0.0015,0.0017,0.0019
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0018,0.0124,0.0304,0.0523,0.0694,0.0872
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0015,0.0113,0.0255,0.0422,0.0541,0.0634
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0015,0.0113,0.0272,0.0462,0.0611,0.0771
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0015,0.0112,0.0263,0.0453,0.0586,0.069
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0013,0.0097,0.0302,0.0539,0.0784,0.119
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0016,0.0119,0.0264,0.043,0.0552,0.0647
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0017,0.0121,0.0379,0.0679,0.1187,0.1632
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0075,0.0202,0.0381,0.0505
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0078,0.0223,0.0446,0.0668
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0074,0.02,0.0325,0.0474
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0077,0.0214,0.0419,0.063
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0067,0.0282,0.0545,0.0831,0.1093
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0076,0.022,0.0444,0.0684
Kuwait,KW,KWT,Transition Pathways,Final energy,Hydrogen,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0054,0.0145,0.0301,0.0341
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.3644,0.8272,1.1048,1.2334
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.029,0.0433,0.0496,0.0518
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.1486,0.5047,0.8203,1.1187
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.0303,0.045,0.0519,0.0545
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0002,0.4229,0.8323,1.0658,1.1605
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.056,0.1081,0.1499,0.1998
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0003,0.6381,1.0083,1.188,1.228
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.4501,1.2096,1.8803,1.8419,1.9656
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.8787,1.4806,1.5105,2.1458
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.1398,0.1452
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.4478,1.0889,1.811,1.9715,2.1108
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.8278,1.4943,3.2488,3.2735,2.6942
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.3464,0.6917,0.9665
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.7074,1.0473
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.1789,0.3201,0.3862,0.4312
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Industrial processes CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.3079,0.5153,0.7888,0.9539,0.8809
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2913,0.2988,0.2989,0.2888,0.2694,0.2125,0.152
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2998,0.3081,0.3117,0.3182,0.3236,0.2912,0.2616
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3035,0.3141,0.3203,0.3097,0.3066,0.2605,0.1938
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2997,0.3116,0.3194,0.3276,0.3332,0.3037,0.2771
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2787,0.2794,0.2481,0.2067,0.1777,0.1084,0.0628
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2924,0.2995,0.3037,0.3076,0.3105,0.2773,0.2453
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2787,0.2762,0.2572,0.2056,0.1663,0.0891,0.0479
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2783,0.2649,0.4348,0.5032,0.5273,0.4872,0.4215
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3012,0.304,0.3508,0.6295,0.7388,0.7706,0.8184
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3023,0.3057,0.3538,0.555,0.5733,0.5398,0.4843
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2965,0.299,0.343,0.6287,0.7154,0.7307,0.7234
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2624,0.2425,0.3692,0.3567,0.3283,0.2567,0.1632
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2915,0.2907,0.3343,0.5897,0.6869,0.6983,0.7151
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2789,0.2646,0.3644,0.3564,0.3234,0.2461,0.1547
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3394,0.3613,0.3518,0.3515,0.352,0.2659,0.2065
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3379,0.3449,0.3283,0.3124,0.3142,0.2854,0.2621
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3414,0.3508,0.3364,0.3354,0.3653,0.2975,0.2368
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3456,0.3562,0.3341,0.3208,0.3215,0.2923,0.2754
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3367,0.3315,0.2783,0.2379,0.1735,0.0963,0.0583
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3414,0.3522,0.3308,0.3176,0.3258,0.3148,0.3007
Kuwait,KW,KWT,Transition Pathways,Final energy,Liquids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3287,0.3385,0.3042,0.2502,0.1751,0.0996,0.0709
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0148,0.0153,0.0158,0.0162,0.0167,0.0171
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0143,0.0141,0.014,0.0139,0.0138,0.0137
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0143,0.0141,0.015,0.0159,0.0168,0.0177
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0143,0.0141,0.0155,0.0169,0.0182,0.0196
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0146,0.0148,0.015,0.0153,0.0155,0.0157
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0142,0.014,0.0139,0.0137,0.0135,0.0134
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0147,0.0151,0.0155,0.0158,0.0162,0.0165
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0053,0.0045,0.0037,0.0034,0.0033
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0054,0.0047,0.0039,0.0038,0.0036
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0054,0.0046,0.0038,0.0034,0.0031
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0054,0.0046,0.0038,0.0037,0.0036
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0053,0.0044,0.0037,0.0032,0.0028
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0054,0.0046,0.0038,0.0037,0.0036
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0099,0.0053,0.0041,0.0032,0.003,0.0027
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0057,0.0049,0.0045,0.0044,0.0043,0.0045
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0077,0.0068,0.0058,0.0049,0.0044,0.004
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0077,0.0068,0.0057,0.0046,0.0041,0.0041
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0077,0.0068,0.0058,0.007,0.008,0.0077
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0056,0.0047,0.0042,0.004,0.0039,0.0038
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0071,0.0066,0.0057,0.0047,0.0042,0.004
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,LULUCF CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0072,0.0068,0.0061,0.0053,0.0049,0.005
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0001,0.0003,0.0004,0.0006
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0002,0.0003,0.0005
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0002,0.0003,0.0006,0.0008
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0003,0.0006,0.001,0.0013
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0001,0.0003,0.001
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0001,0.0003,0.0007,0.0007,0.0007
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0001,0.0004,0.0013,0.0028,0.0046,0.0046
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Nuclear,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002
